"model_instance","model","dataset","engine","speedup_vs_no_cache_mean","speedup_vs_no_cache_p95","energy_reduction_vs_no_cache_pct","idle_adjusted_energy_reduction_vs_no_cache_pct","hit_rate","reuse_successes","reused_prefix_tokens_total","wasted_compute_ratio","seeds"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","xsum","shadow_kv_plus","0.855715203119288","0.858471899082233","-3.74102769055858","-3.31286343336302","0.9921875","127","16256","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","ag_news","shadow_kv","1.02962118732161","1.01964051583147","-5.23847088000605","-2.8976508887588","","","","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","ag_news","shadow_kv_plus","0.803306235899599","0.830423547511416","-0.435218680027872","1.06537340501235","0.9921875","127","16256","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","alpaca_eval","shadow_kv","1.03906564032012","0.980831316111247","0.692949027945241","-0.0021740583632987","","","","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","alpaca_eval","shadow_kv_plus","0.865441054410914","0.827151152070159","0.428439402275995","2.05450180700923","0.9921875","127","16256","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","banking77","shadow_kv","1.00011794759328","1.05208998692643","0.10629772672999","2.76041163982741","","","","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","banking77","shadow_kv_plus","0.833709414946889","0.860986923821664","0.574414596523276","4.86121535046137","0.9921875","127","16256","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","cnn_dailymail","shadow_kv","1.01692176627277","1.02558071386457","-3.89505611223912","-0.0400036905474865","","","","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","cnn_dailymail","shadow_kv_plus","0.830285013736902","0.843285269977396","-1.90726354110204","1.7474583276105","0.9921875","127","16256","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","daily_dialog","shadow_kv","1.01209627485646","0.928942958075019","3.2533018019162","-0.341863070186801","","","","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","daily_dialog","shadow_kv_plus","0.866720160227868","0.901371028164038","4.83574893409728","7.85606704073818","0.9921875","127","16256","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","dolly","shadow_kv","1.00636736124794","1.02389407259666","-0.340722101947335","-4.24564658391801","","","","","42;123;456;789;999"
